closed,title,url,created_at,updated_at,user,labels,reactions,id
false,"Add June 9, 2022 minutes",https://github.com/w3c/editing/pull/401,2022-06-09T16:16:53Z,2022-06-09T16:16:53Z,travisleithead,,0,1266375189
false,TPAC 2022,https://github.com/w3c/editing/issues/400,2022-05-20T05:27:46Z,2022-05-31T19:17:05Z,travisleithead,,0,1242633812
true,Add May 12 minutes,https://github.com/w3c/editing/pull/399,2022-05-12T16:08:16Z,2022-05-19T14:11:41Z,travisleithead,,0,1234205118
true,Recognize Edit-context new repo and issues,https://github.com/w3c/editing/pull/398,2022-04-21T21:17:54Z,2022-04-21T21:24:20Z,travisleithead,,0,1211562358
true,Add editing minutes 2022-04-14,https://github.com/w3c/editing/pull/397,2022-04-14T16:06:29Z,2022-04-14T21:05:43Z,johanneswilm,,0,1204721636
false,Interop 2022 and `execCommand`,https://github.com/w3c/editing/issues/396,2022-04-14T15:16:56Z,2022-04-22T10:40:07Z,whsieh,execCommand,0,1204659783
true,Add 3/10/22 minutes,https://github.com/w3c/editing/pull/395,2022-03-10T17:14:27Z,2022-04-11T03:15:03Z,travisleithead,,0,1165500929
true,Change pickling to web custom format.,https://github.com/w3c/editing/pull/394,2022-03-02T17:42:02Z,2022-03-08T18:35:52Z,snianu,,0,1157503419
false,clarifications for the pickling design proposal,https://github.com/w3c/editing/issues/393,2022-02-18T16:14:22Z,2022-05-12T15:43:48Z,polx,,0,1143339060
true,Add explainer for custom format read/write.,https://github.com/w3c/editing/pull/392,2022-02-16T01:16:30Z,2022-02-16T01:27:13Z,snianu,,0,1139403138
false,Update meeting invite link,https://github.com/w3c/editing/pull/391,2022-02-10T18:09:22Z,2022-04-21T00:00:59Z,johanneswilm,,0,1130592559
true,Add Feb 10 minutes,https://github.com/w3c/editing/pull/390,2022-02-10T16:51:12Z,2022-02-10T18:47:54Z,travisleithead,,0,1130457981
true,Updating video conferencing link to Jitsi,https://github.com/w3c/editing/pull/389,2022-02-10T15:57:33Z,2022-02-10T16:52:46Z,BoCupp-Microsoft,,0,1130366598
true,Linking meeting minutes 1/27,https://github.com/w3c/editing/pull/388,2022-01-27T18:55:19Z,2022-01-28T10:00:13Z,travisleithead,,0,1116630373
true,application/web,https://github.com/w3c/editing/issues/387,2022-01-27T00:26:06Z,2022-03-10T18:38:00Z,martinthomson,,0,1115634431
true,add meeting details for 220127,https://github.com/w3c/editing/pull/386,2022-01-23T18:07:47Z,2022-01-25T10:38:10Z,johanneswilm,,0,1111943682
true,Move to Jitsi for meetings?,https://github.com/w3c/editing/issues/385,2022-01-14T20:24:33Z,2022-02-10T18:49:02Z,johanneswilm,Agenda+,0,1104094078
true,Schedule updates,https://github.com/w3c/editing/pull/384,2022-01-14T20:05:50Z,2022-01-14T20:16:37Z,travisleithead,,0,1104080140
true,Draft spec for custom clipboard format.,https://github.com/w3c/editing/pull/383,2022-01-06T01:58:51Z,2022-03-09T01:10:25Z,snianu,,0,1094893922
true,Link to Dec 10 minutes,https://github.com/w3c/editing/pull/376,2021-12-10T18:25:49Z,2021-12-11T12:53:01Z,travisleithead,,0,1077117672
true,Each specification in its own repository,https://github.com/w3c/editing/issues/374,2021-12-06T17:27:52Z,2022-04-21T22:10:40Z,annevk,,1,1072412124
true,"CfC: Publish ""EditContext API"" as a First Public Working Draft (FPWD)",https://github.com/w3c/editing/issues/366,2021-12-02T16:43:52Z,2021-12-14T19:13:10Z,johanneswilm,,4,1069762832
true,Clarify PII concerns in the explainer.,https://github.com/w3c/editing/pull/365,2021-12-02T00:59:27Z,2022-01-06T01:54:58Z,snianu,,0,1069017285
true,Add a link to the EditContext Spec,https://github.com/w3c/editing/pull/364,2021-12-01T21:03:07Z,2021-12-03T20:09:01Z,johanneswilm,,0,1068866969
true,Add Nov 12 minutes,https://github.com/w3c/editing/pull/363,2021-11-12T20:10:37Z,2021-11-30T21:32:58Z,travisleithead,,0,1052374770
true,Agenda+ shield links now reflect total issue + PR,https://github.com/w3c/editing/pull/362,2021-11-12T20:04:12Z,2021-11-12T20:55:34Z,travisleithead,,0,1052370692
true,EditContext: update the Canvas example and fix video link in the Explainer,https://github.com/w3c/editing/pull/361,2021-11-09T23:28:32Z,2021-11-15T22:01:49Z,alexkeng,,0,1049233793
true,Fix minor issues,https://github.com/w3c/editing/pull/360,2021-11-04T22:06:42Z,2021-11-04T22:18:35Z,tomayac,,0,1045254851
false,Explore if there are better meeting times for the Web Editing WG,https://github.com/w3c/editing/issues/359,2021-10-30T00:14:59Z,2022-04-14T14:22:07Z,BoCupp-Microsoft,,0,1040000632
true,Add Oct. 29 minutes,https://github.com/w3c/editing/pull/358,2021-10-29T17:27:18Z,2021-10-31T23:01:39Z,travisleithead,,0,1039782935
false,Automating IME Input,https://github.com/w3c/editing/issues/357,2021-10-28T00:15:31Z,2021-10-29T00:55:41Z,alexkeng,,1,1037962516
true,Add oct 15 meeting minutes,https://github.com/w3c/editing/pull/356,2021-10-26T17:46:20Z,2021-10-29T17:11:26Z,travisleithead,,0,1036578605
true,"Update spec draft, explainer, examples for EditContext",https://github.com/w3c/editing/pull/355,2021-10-25T20:43:02Z,2021-10-26T16:45:26Z,alexkeng,,0,1035555904
true,Fix variable name typo,https://github.com/w3c/editing/pull/354,2021-10-12T07:34:51Z,2021-10-29T17:24:31Z,ThomasOrlita,,0,1023469237
true,Add special Oct 15th meeting to schedule,https://github.com/w3c/editing/pull/353,2021-10-08T17:36:16Z,2021-10-11T16:43:02Z,travisleithead,,0,1021328934
true,Update README.md,https://github.com/w3c/editing/pull/352,2021-10-07T20:53:42Z,2021-10-08T17:31:15Z,travisleithead,,0,1020453373
false,JS API to invoke native desktop emoji picker,https://github.com/w3c/editing/issues/350,2021-10-06T15:57:52Z,2021-10-30T06:38:38Z,astearns,,6,1018639319
true,Add badges for existing agenda+ issues,https://github.com/w3c/editing/pull/349,2021-10-01T19:17:07Z,2021-10-07T20:54:10Z,travisleithead,,0,1013683894
true,Restructure the Meetings section,https://github.com/w3c/editing/pull/348,2021-10-01T18:47:21Z,2021-10-11T16:47:03Z,travisleithead,,0,1013659934
true,Add Pickling API to the clipboard spec.,https://github.com/w3c/editing/pull/340,2021-09-25T01:23:09Z,2021-11-04T22:15:11Z,snianu,,0,1006920591
true,Add proposed TPAC meeting date on calendar,https://github.com/w3c/editing/pull/339,2021-09-10T17:28:26Z,2021-09-17T18:24:41Z,travisleithead,,0,993443842
true,Readme schedule update: proposed meeting in 2 weeks,https://github.com/w3c/editing/pull/338,2021-09-10T17:27:01Z,2021-09-17T18:12:32Z,travisleithead,,0,993442916
true,Interim progress meeting in 2 weeks?,https://github.com/w3c/editing/issues/337,2021-09-10T17:20:57Z,2021-09-17T18:11:57Z,travisleithead,,6,993438705
true,Call for demos (TPAC 2021),https://github.com/w3c/editing/issues/336,2021-09-07T18:15:07Z,2021-09-10T16:12:57Z,travisleithead,Agenda+,0,990231929
true,"contenteditabledisabled: correct ce extension + respec errors, fixes #332",https://github.com/w3c/editing/pull/335,2021-08-31T09:39:26Z,2021-08-31T10:20:03Z,johanneswilm,,0,983655203
false,Seeking feedback on Clipboard Pickling APIs.,https://github.com/w3c/editing/issues/334,2021-08-30T19:18:05Z,2021-10-29T16:33:11Z,snianu,Clipboard-Pickle-APIs,0,983119545
true,Associate repo with Web Editing WG,https://github.com/w3c/editing/pull/333,2021-08-30T08:55:43Z,2021-08-30T08:57:50Z,dontcallmedom,,0,982555363
true,contenteditabledisabled is extending `ElementContentEditable` in a wrong way,https://github.com/w3c/editing/issues/332,2021-08-27T23:39:44Z,2021-08-31T10:20:00Z,saschanaz,contenteditabledisabled,1,981663750
false,Figure out if contenteditabledisabled or parts thereof need to go into HTML spec,https://github.com/w3c/editing/issues/331,2021-08-25T17:42:37Z,2021-08-25T17:49:49Z,johanneswilm,contenteditabledisabled,0,979474235
true,Adds link to published virtual keyboard API,https://github.com/w3c/editing/pull/330,2021-08-24T18:09:26Z,2021-08-24T18:13:38Z,travisleithead,,0,978356560
true,update the shortname of virtualKeyboard,https://github.com/w3c/editing/pull/329,2021-08-20T04:53:14Z,2021-08-21T00:38:19Z,siusin,,0,975262681
true,Create a GitHub repo for VirtualKeyboard API?,https://github.com/w3c/editing/issues/328,2021-08-20T04:35:12Z,2021-08-24T19:44:05Z,siusin,,0,975256190
true,Scheduling for TPAC 2021 WG Meetings,https://github.com/w3c/editing/issues/327,2021-08-11T20:50:29Z,2021-09-03T22:27:01Z,travisleithead,,0,967438500
true,Adopt Virtual Keyboard Policy / Control?,https://github.com/w3c/editing/issues/322,2021-08-06T18:48:32Z,2021-08-12T23:38:43Z,travisleithead,,0,962968447
true,Virtual Keyboard API: link to it from our readme.md,https://github.com/w3c/editing/pull/321,2021-08-06T18:31:17Z,2021-08-12T23:37:23Z,travisleithead,,0,962958708
